NAME,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
David Mitchell,1.8288,170.0,75.0,Orthodox,1979.0,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0
Maurice Mitchell,1.7526,145.0,72.0,Orthodox,1987.0,3.8,55.0,3.54,60.0,0.0,0.0,100.0,0.0
Danny Mitchell,1.8796,170.0,72.0,Orthodox,1986.0,2.53,49.0,2.53,52.0,0.0,0.0,100.0,3.0
Roman Mitichyan,1.778,170.0,72.0,Orthodox,1978.0,0.26,16.0,2.7,43.0,1.93,100.0,25.0,1.9
Brad Mitchell,1.8034,145.0,72.0,Orthodox,1974.0,1.15,33.0,4.2,52.0,0.0,0.0,100.0,1.9
Bryce Mitchell,1.778,145.0,70.0,Southpaw,1994.0,2.29,61.0,1.46,60.0,3.26,46.0,33.0,2.3
Matt Mitrione,1.905,265.0,82.0,Switch,1978.0,3.55,50.0,2.79,64.0,0.0,0.0,55.0,0.7
Hiromitsu Miura,1.7526,170.0,71.0,Orthodox,1981.0,2.12,34.0,2.12,58.0,2.23,50.0,69.0,0.6
Eiji Mitsuoka,1.7018,145.0,72.0,Southpaw,1976.0,1.49,49.0,2.26,45.0,2.3,36.0,20.0,1.6
Tomoya Miyashita,1.7018,139.0,72.0,Southpaw,1984.0,1.67,65.0,0.93,33.0,4.0,80.0,0.0,2.0
Tatsuya Mizuno,1.8542,205.0,72.0,Southpaw,1981.0,2.25,37.0,3.52,53.0,1.19,25.0,40.0,3.6
Bobby Moffett,1.778,145.0,73.0,Orthodox,1990.0,3.41,39.0,3.15,61.0,2.74,66.0,66.0,1.4
Kazuyuki Miyata,1.7271999999999998,139.0,72.0,Orthodox,1984.0,2.04,52.0,1.82,63.0,4.31,46.0,68.0,0.0
Takeya Mizugaki,1.7018,135.0,69.0,Orthodox,1983.0,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1
Nate Mohr,1.7526,155.0,72.0,Orthodox,1983.0,3.79,41.0,2.5,74.0,0.45,50.0,71.0,0.0
Roxanne Modafferi,1.7018,125.0,69.0,Orthodox,1982.0,3.14,31.0,4.96,53.0,1.55,25.0,36.0,0.1
Renato Moicano,1.8034,155.0,72.0,Orthodox,1989.0,5.4,46.0,3.74,65.0,1.28,53.0,78.0,0.6
Thiago Moises,1.7526,155.0,70.0,Orthodox,1995.0,2.71,41.0,4.0,55.0,1.29,35.0,63.0,1.5
Ashkan Mokhtarian,1.6764,125.0,67.0,Southpaw,1985.0,1.95,43.0,3.66,43.0,0.54,16.0,33.0,0.0
Jeff Monson,1.7526,247.0,74.0,Orthodox,1971.0,0.97,30.0,2.87,59.0,1.06,12.0,66.0,0.7
Darrell Montague,1.6764,125.0,67.0,Southpaw,1987.0,1.92,25.0,5.38,52.0,0.72,25.0,33.0,1.4
Nicco Montano,1.651,135.0,65.0,Southpaw,1988.0,5.6,41.0,4.43,64.0,2.25,54.0,69.0,0.4
Augusto Montano,1.8542,170.0,73.0,Orthodox,1984.0,3.46,46.0,2.66,56.0,0.0,0.0,66.0,0.0
Erick Montano,1.8288,170.0,73.0,Orthodox,1985.0,2.79,44.0,2.06,64.0,2.29,36.0,66.0,0.0
Steve Montgomery,1.9304,185.0,72.0,Southpaw,1990.0,4.85,39.0,4.12,47.0,0.0,0.0,64.0,0.0
James Moontasri,1.778,170.0,71.0,Switch,1988.0,2.39,48.0,3.86,40.0,0.0,0.0,79.0,0.2
Homer Moore,1.778,205.0,72.0,Orthodox,1971.0,0.68,50.0,0.68,0.0,5.07,66.0,0.0,0.0
Nate Moore,1.8288,170.0,72.0,Orthodox,1984.0,2.21,25.0,2.87,42.0,1.23,16.0,25.0,0.0
Todd Moore,1.7526,170.0,71.0,Southpaw,1983.0,1.83,26.0,2.3,57.0,0.78,14.0,54.0,0.0
Taylor Moore,1.778,135.0,70.0,Southpaw,1993.0,0.2,75.0,2.07,42.0,0.0,0.0,25.0,0.0
Sergio Moraes,1.8288,170.0,72.0,Orthodox,1982.0,2.42,42.0,3.73,59.0,1.2,38.0,75.0,0.4
Sheymon Moraes,1.7271999999999998,145.0,72.0,Orthodox,1990.0,3.0,42.0,3.64,63.0,0.0,0.0,53.0,0.0
Marlon Moraes,1.6764,135.0,67.0,Orthodox,1988.0,3.38,39.0,4.11,56.0,1.0,41.0,66.0,0.4
Leonardo Morales,1.7271999999999998,135.0,72.0,Southpaw,1992.0,2.05,47.0,2.05,58.0,0.0,0.0,62.0,0.0
John Moraga,1.6764,125.0,66.0,Orthodox,1984.0,2.57,43.0,2.55,56.0,0.62,23.0,44.0,1.1
Albert Morales,1.7526,135.0,72.0,Orthodox,1991.0,3.81,35.0,3.96,56.0,0.91,35.0,70.0,0.2
Joseph Morales,1.6764,125.0,69.0,Switch,1994.0,1.58,37.0,1.72,60.0,0.53,50.0,23.0,2.6
Vince Morales,1.7018,145.0,70.0,Orthodox,1990.0,4.22,39.0,4.16,53.0,0.0,0.0,55.0,0.0
Sarah Moras,1.7018,135.0,67.0,Orthodox,1988.0,2.18,38.0,3.55,46.0,0.77,22.0,33.0,0.9
Omar Morales,1.8034,145.0,73.0,Orthodox,1985.0,3.39,34.0,2.99,65.0,0.29,100.0,100.0,0.0
Christian Morecraft,1.9812,260.0,81.0,Orthodox,1986.0,2.82,34.0,2.46,46.0,3.26,66.0,50.0,2.2
Richardson Moreira,1.8796,185.0,72.0,Orthodox,1984.0,1.17,28.0,1.83,67.0,0.0,0.0,100.0,0.0
Vinicius Moreira,1.9304,205.0,76.0,Orthodox,1989.0,2.79,60.0,5.34,37.0,2.61,18.0,0.0,1.7
Gisele Moreira,1.6764,135.0,72.0,Orthodox,1981.0,5.93,42.0,6.33,48.0,4.0,57.0,0.0,0.0
Jesse Moreng,1.7018,145.0,72.0,Orthodox,1979.0,1.26,40.0,2.08,48.0,5.56,100.0,100.0,0.0
Dan Moret,1.8288,155.0,73.0,Southpaw,1986.0,2.67,43.0,3.56,43.0,1.25,27.0,45.0,0.4
Sammy Morgan,1.778,170.0,72.0,Orthodox,1981.0,1.05,22.0,3.74,40.0,1.43,20.0,0.0,0.5
Brandon Moreno,1.7018,125.0,70.0,Orthodox,1993.0,3.41,38.0,3.41,59.0,2.01,45.0,67.0,0.6
Alex Morono,1.8034,170.0,72.0,Orthodox,1990.0,4.96,42.0,3.69,56.0,0.44,28.0,47.0,0.4
Maryna Moroz,1.7018,125.0,67.0,Orthodox,1991.0,4.09,31.0,4.15,53.0,0.56,18.0,47.0,0.4
Anthony Morrison,1.7018,145.0,72.0,Orthodox,1984.0,1.7,33.0,0.49,80.0,0.0,0.0,50.0,0.0
Nikolas Motta,1.7526,155.0,70.0,Orthodox,1993.0,2.8,27.0,3.6,66.0,0.0,0.0,100.0,0.0
Kin Moy,1.651,135.0,72.0,Orthodox,1984.0,2.3,33.0,1.93,62.0,1.67,42.0,50.0,1.7
Su Mudaerji,1.7271999999999998,125.0,72.0,Southpaw,1996.0,5.25,58.0,2.41,60.0,0.66,100.0,75.0,1.3
Jamie Moyle,1.5494,115.0,65.0,Orthodox,1989.0,4.51,51.0,4.0,65.0,1.0,21.0,50.0,0.0
Gegard Mousasi,1.8796,185.0,76.0,Orthodox,1985.0,3.75,50.0,1.21,68.0,1.59,60.0,59.0,1.1
Lauren Mueller,1.651,125.0,67.0,Orthodox,1991.0,4.08,41.0,3.77,58.0,0.7,50.0,71.0,0.0
Belal Muhammad,1.8034,170.0,72.0,Orthodox,1988.0,4.48,42.0,3.97,59.0,2.13,30.0,83.0,0.2
James Mulheron,1.778,243.0,73.0,Orthodox,1988.0,2.4,31.0,3.47,42.0,0.0,0.0,25.0,0.0
Quinn Mulhern,1.905,155.0,72.0,Orthodox,1984.0,1.48,28.0,2.09,51.0,1.36,20.0,33.0,0.0
Jamie Mullarkey,1.8288,155.0,74.0,Orthodox,1994.0,1.87,33.0,4.6,42.0,4.0,30.0,66.0,0.5
Andre Muniz,1.8542,185.0,78.0,Southpaw,1990.0,2.21,58.0,1.8,45.0,2.61,35.0,37.0,2.2
Pedro Munhoz,1.6764,135.0,65.0,Orthodox,1986.0,5.53,43.0,6.03,58.0,0.76,21.0,80.0,0.9
Alexander Munoz,1.7526,155.0,72.0,Switch,1990.0,3.27,40.0,5.23,52.0,2.5,35.0,0.0,0.0
Andy Murad,1.7526,185.0,72.0,Orthodox,1984.0,2.6,76.0,2.87,32.0,1.0,20.0,42.0,0.0
Johnny Munoz,1.7526,145.0,71.0,Orthodox,1993.0,3.27,62.0,1.4,58.0,2.0,12.0,0.0,1.0
Mark Munoz,1.8288,185.0,71.0,Orthodox,1978.0,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6
Makhmud Muradov,1.8796,185.0,75.0,Orthodox,1990.0,4.97,41.0,2.57,64.0,0.51,25.0,100.0,0.5
Ryuichi Murata,1.7271999999999998,183.0,72.0,Orthodox,1984.0,0.84,36.0,1.89,50.0,4.74,50.0,100.0,3.2
Kanako Murata,1.5494,115.0,62.0,Orthodox,1993.0,1.93,67.0,1.93,52.0,4.0,44.0,0.0,2.0
Tom Murphy,1.8796,227.0,72.0,Southpaw,1974.0,2.5,71.0,0.17,84.0,7.51,85.0,0.0,2.5
Lauren Murphy,1.651,125.0,67.0,Orthodox,1983.0,3.8,38.0,3.82,63.0,1.18,37.0,70.0,0.1
Lerone Murphy,1.7526,145.0,73.0,Orthodox,1991.0,2.59,42.0,1.66,63.0,0.78,50.0,40.0,1.6
Lee Murray,1.905,185.0,72.0,Orthodox,1977.0,0.36,15.0,3.28,32.0,0.9,100.0,42.0,1.8
Khalid Murtazaliev,1.8288,185.0,76.0,Orthodox,1993.0,4.8,69.0,0.4,78.0,7.5,100.0,33.0,0.0
Magomed Mustafaev,1.7271999999999998,155.0,71.0,Orthodox,1988.0,2.59,58.0,2.68,41.0,3.31,50.0,23.0,0.4
Nicholas Musoke,1.8288,170.0,75.0,Orthodox,1986.0,3.56,35.0,3.8,57.0,1.16,19.0,82.0,0.2
Katsuhiko Nagata,1.7018,154.0,72.0,Southpaw,1973.0,1.05,19.0,1.5,63.0,0.98,28.0,28.0,0.0
Greg Nagy,1.8542,210.0,72.0,Orthodox,1983.0,0.41,50.0,2.69,37.0,0.0,0.0,0.0,1.2
Elvis Mutapcic,1.8288,185.0,72.0,Orthodox,1986.0,3.41,40.0,4.27,38.0,0.0,0.0,81.0,0.0
Muhammad Naimov,1.7526,145.0,70.0,Orthodox,1994.0,3.47,41.0,5.87,44.0,0.0,0.0,25.0,0.0
Rin Nakai,1.5494,135.0,72.0,Orthodox,1986.0,1.57,33.0,3.9,60.0,3.0,18.0,75.0,0.5
Andrews Nakahara,1.8542,185.0,72.0,Orthodox,1983.0,2.68,44.0,1.9,57.0,0.0,0.0,72.0,0.4
Kazuhiro Nakamura,1.8034,205.0,70.0,Orthodox,1979.0,1.56,37.0,1.83,59.0,1.73,36.0,42.0,0.6
Keita Nakamura,1.8034,170.0,73.0,Southpaw,1984.0,2.23,36.0,3.2,58.0,1.65,48.0,63.0,0.3
Daisuke Nakamura,1.7018,154.0,72.0,Orthodox,1980.0,0.94,30.0,1.38,61.0,0.46,40.0,30.0,3.6
Yui Chul Nam,1.7526,145.0,72.0,Orthodox,1981.0,3.53,51.0,2.0,48.0,1.33,16.0,57.0,0.3
Jutaro Nakao,1.7526,170.0,72.0,Southpaw,1970.0,0.53,38.0,1.06,44.0,0.38,50.0,56.0,0.0
Yoshihiro Nakao,1.8288,220.0,72.0,Southpaw,1972.0,1.73,35.0,2.06,64.0,2.69,46.0,0.0,0.5
Rose Namajunas,1.651,115.0,65.0,Orthodox,1992.0,4.13,40.0,3.98,60.0,1.91,53.0,50.0,0.8
Tyson Nam,1.7018,125.0,68.0,Orthodox,1983.0,3.55,32.0,5.71,65.0,0.0,0.0,100.0,0.0
Yasuhito Namekawa,1.7526,205.0,72.0,Orthodox,1974.0,0.14,50.0,3.65,38.0,2.11,25.0,0.0,4.2
Nad Narimani,1.7271999999999998,145.0,70.0,Orthodox,1987.0,3.33,42.0,3.0,58.0,1.92,41.0,70.0,0.0
Roger Narvaez,1.905,185.0,72.0,Southpaw,1983.0,2.12,37.0,3.32,64.0,0.0,0.0,50.0,0.9
Fabio Nascimento,1.778,185.0,72.0,Orthodox,1984.0,2.94,38.0,4.63,55.0,0.0,0.0,55.0,0.8
Rodrigo Nascimento,1.8796,246.0,80.0,Orthodox,1992.0,4.23,55.0,4.32,42.0,2.7,100.0,100.0,2.7
Allan Nascimento,1.7526,125.0,72.0,Orthodox,1991.0,7.0,68.0,5.4,44.0,1.0,10.0,0.0,0.0
Bobby Nash,1.8288,170.0,74.0,Orthodox,1990.0,3.42,37.0,3.95,51.0,2.37,33.0,100.0,1.6
Ismail Naurdiev,1.778,170.0,74.0,Orthodox,1996.0,3.17,52.0,1.3,68.0,1.25,71.0,70.0,0.2
Kevin Natividad,1.6764,145.0,70.0,Orthodox,1993.0,2.57,24.0,3.74,54.0,0.0,0.0,100.0,0.0
Pawel Nastula,1.8288,230.0,72.0,Southpaw,1970.0,1.3,43.0,1.73,50.0,3.0,60.0,0.0,1.5
Tafon Nchukwi,1.8288,205.0,77.0,Orthodox,1994.0,7.59,55.0,4.31,52.0,0.0,0.0,75.0,0.0
Danny Navarro,1.778,155.0,72.0,Orthodox,1983.0,3.83,32.0,4.62,57.0,2.17,25.0,100.0,0.0
Rafael Natal,1.8288,185.0,77.0,Orthodox,1982.0,3.1,47.0,2.48,57.0,2.55,34.0,77.0,0.5
Stanislav Nedkov,1.8034,205.0,71.0,Orthodox,1981.0,3.33,43.0,5.39,43.0,2.77,41.0,0.0,0.0
Geoff Neal,1.8034,170.0,75.0,Southpaw,1990.0,4.94,49.0,4.93,61.0,0.5,50.0,92.0,0.2
Nicolae Negumereanu,1.8288,205.0,78.0,Orthodox,1994.0,0.73,40.0,4.67,18.0,0.0,0.0,40.0,0.0
Josh Neer,1.8034,170.0,72.0,Orthodox,1983.0,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3
Shane Nelson,1.7526,155.0,70.0,Southpaw,1984.0,1.38,31.0,2.84,61.0,1.31,18.0,54.0,1.6
Gunnar Nelson,1.8034,170.0,72.0,Switch,1988.0,1.71,57.0,3.33,49.0,1.72,55.0,66.0,0.9
Nick Newell,1.778,155.0,72.0,Southpaw,1986.0,3.53,46.0,4.07,36.0,0.0,0.0,33.0,0.0
Kyle Nelson,1.8034,155.0,71.0,Switch,1991.0,3.63,41.0,6.82,47.0,0.96,12.0,60.0,1.9
Roy Nelson,1.8288,263.0,73.0,Orthodox,1976.0,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1
Mario Neto,1.8288,229.0,72.0,Orthodox,1984.0,1.89,50.0,1.89,70.0,2.84,100.0,0.0,0.0
Antonio Braga Neto,1.905,185.0,77.0,Orthodox,1987.0,1.36,33.0,3.92,45.0,3.07,37.0,0.0,0.5
Julio Cesar Neves Jr.,1.7271999999999998,145.0,72.0,Orthodox,1994.0,1.98,35.0,4.81,51.0,1.06,25.0,76.0,0.0
Emanuel Newton,1.8542,205.0,72.0,Orthodox,1984.0,1.92,49.0,1.35,51.0,2.02,100.0,0.0,0.0
Jeff Newton,1.8796,205.0,72.0,Sideways,1966.0,0.28,20.0,1.41,52.0,0.0,0.0,0.0,8.5
Francis Ngannou,1.9304,250.0,83.0,Orthodox,1986.0,2.23,37.0,2.03,47.0,0.0,0.0,71.0,0.5
Journey Newson,1.651,135.0,67.0,Orthodox,1989.0,2.76,32.0,2.76,65.0,0.0,0.0,0.0,0.9
Ben Nguyen,1.651,125.0,65.0,Switch,1988.0,3.51,40.0,3.01,59.0,0.25,33.0,63.0,1.0
Steven Nguyen,1.8034,145.0,72.0,Switch,1993.0,6.3,31.0,9.04,59.0,0.0,0.0,100.0,0.0
Alex Nicholson,1.9304,185.0,77.0,Orthodox,1990.0,4.12,43.0,4.65,47.0,0.0,0.0,50.0,0.5
Carlos Newton,1.7526,170.0,72.0,Orthodox,1976.0,0.65,41.0,1.55,44.0,2.47,70.0,43.0,0.9
Jaimelene Nievera,1.651,125.0,72.0,Orthodox,1984.0,1.67,53.0,8.73,33.0,1.79,16.0,0.0,0.0
Mike Nickels,1.9304,205.0,72.0,Orthodox,1971.0,4.44,52.0,1.11,64.0,11.11,80.0,0.0,2.8
Tom Niinimaki,1.7526,145.0,69.0,Orthodox,1982.0,1.91,54.0,2.31,58.0,2.97,46.0,33.0,0.5
Matheus Nicolau Pereira,1.6764,125.0,66.0,Orthodox,1993.0,3.83,51.0,2.43,70.0,1.9,66.0,100.0,1.6
Ramsey Nijem,1.8034,155.0,75.0,Orthodox,1988.0,3.05,44.0,1.62,62.0,5.32,62.0,55.0,1.1
Mats Nilsson,1.8542,170.0,72.0,Orthodox,1983.0,2.99,39.0,5.62,63.0,3.87,83.0,44.0,2.3
Guangyou Ning,1.6256,145.0,64.0,Southpaw,1981.0,2.66,41.0,1.91,61.0,1.09,50.0,62.0,0.3
Akiyo Nishiura,1.7271999999999998,139.0,72.0,Southpaw,1983.0,1.59,57.0,1.26,57.0,0.0,0.0,52.0,0.3
Anthony Njokuani,1.8542,155.0,75.0,Orthodox,1980.0,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2
Antonio Rodrigo Nogueira,1.905,240.0,77.0,Orthodox,1976.0,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4
Kyle Noke,1.8542,170.0,76.0,Southpaw,1980.0,3.23,50.0,2.09,64.0,1.53,54.0,66.0,0.8
Rogerio Nogueira,1.8796,205.0,75.0,Southpaw,1976.0,2.43,35.0,2.34,59.0,0.64,44.0,62.0,0.8
Sage Northcutt,1.8288,170.0,71.0,Orthodox,1996.0,3.58,52.0,1.96,58.0,1.81,34.0,41.0,0.6
KJ Noons,1.778,155.0,70.0,Orthodox,1982.0,3.68,35.0,3.78,65.0,0.08,20.0,68.0,0.0
Jan Nortje,1.8542,310.0,72.0,Southpaw,1975.0,3.32,51.0,4.5,32.0,0.0,0.0,66.0,2.9
Jason Novelli,1.8288,155.0,72.0,Orthodox,1979.0,1.73,24.0,3.55,66.0,0.7,33.0,100.0,0.0
Diego Nunes,1.6764,145.0,67.0,Orthodox,1982.0,2.72,43.0,2.59,58.0,1.18,44.0,65.0,0.6
Amanda Nunes,1.7271999999999998,145.0,69.0,Orthodox,1988.0,4.44,51.0,2.47,57.0,2.53,53.0,84.0,0.7
Said Nurmagomedov,1.7271999999999998,135.0,70.0,Orthodox,1992.0,4.65,46.0,2.37,60.0,0.45,7.0,71.0,0.0
Scott Norton,1.778,170.0,72.0,Orthodox,1973.0,0.67,30.0,0.34,60.0,2.52,25.0,0.0,0.0
Khabib Nurmagomedov,1.778,155.0,70.0,Orthodox,1988.0,4.1,48.0,1.75,65.0,5.32,48.0,84.0,0.8
Abubakar Nurmagomedov,1.8034,170.0,72.0,Orthodox,1989.0,1.41,44.0,0.71,81.0,5.29,100.0,0.0,0.0
Phillipe Nover,1.7526,145.0,72.0,Orthodox,1984.0,1.79,35.0,2.48,56.0,0.99,28.0,44.0,0.7
Sean O'Connell,1.8542,205.0,74.0,Orthodox,1983.0,5.46,48.0,6.77,45.0,0.0,0.0,30.0,0.5
Jake O'Brien,1.905,205.0,76.0,Orthodox,1984.0,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2
Kennedy Nzechukwu,1.9558,205.0,83.0,Southpaw,1992.0,4.57,39.0,3.69,55.0,0.0,0.0,78.0,0.0
TJ O'Brien,1.8796,155.0,72.0,Orthodox,1987.0,3.77,46.0,4.78,57.0,0.94,100.0,0.0,0.0
Sean O'Malley,1.8034,135.0,72.0,Switch,1994.0,6.35,57.0,3.76,64.0,1.05,50.0,61.0,1.1
Brendan O'Reilly,1.7018,170.0,69.0,Orthodox,1987.0,1.9,47.0,2.77,39.0,2.22,43.0,36.0,0.6
Nobuhiro Obiya,1.7271999999999998,145.0,72.0,Orthodox,1981.0,0.63,28.0,2.53,55.0,0.5,50.0,41.0,0.5
Christian Ocon,1.7271999999999998,135.0,69.0,Orthodox,1996.0,1.73,53.0,5.27,34.0,0.0,0.0,63.0,0.0
Andy Ogle,1.7271999999999998,145.0,69.0,Orthodox,1989.0,2.24,44.0,2.23,50.0,1.44,26.0,58.0,0.0
Naoya Ogawa,1.9304,255.0,72.0,Orthodox,1968.0,2.41,42.0,1.66,47.0,1.25,100.0,66.0,1.2
Volkan Oezdemir,1.8796,205.0,75.0,Orthodox,1989.0,5.03,45.0,4.24,55.0,0.36,20.0,80.0,0.0
Yushin Okami,1.8796,170.0,75.0,Southpaw,1981.0,2.06,38.0,2.25,60.0,1.98,39.0,84.0,0.5
JJ Okanovich,1.8034,155.0,76.0,Orthodox,1990.0,6.93,55.0,5.27,50.0,0.0,0.0,100.0,0.0
Kazuki Okubo,1.8034,175.0,72.0,Orthodox,1984.0,1.53,38.0,1.97,46.0,0.51,25.0,36.0,2.0
Aleksei Oleinik,1.8796,240.0,80.0,Orthodox,1977.0,3.5,50.0,3.52,44.0,2.43,48.0,33.0,2.4
Michal Oleksiejczuk,1.8288,205.0,74.0,Southpaw,1995.0,4.83,56.0,2.91,69.0,1.05,66.0,35.0,0.0
Rafaello Oliveira,1.7271999999999998,155.0,71.0,Orthodox,1982.0,2.19,33.0,3.38,59.0,2.49,36.0,11.0,1.6
Charles Oliveira,1.778,155.0,74.0,Orthodox,1989.0,3.22,52.0,2.94,54.0,2.64,44.0,57.0,2.8
Ednaldo Oliveira,1.9558,205.0,72.0,Orthodox,1984.0,1.03,22.0,1.8,52.0,0.0,0.0,42.0,0.0
Felipe Olivieri,1.7526,155.0,72.0,Orthodox,1985.0,6.68,58.0,4.6,57.0,0.0,0.0,71.0,0.0
Wendell Oliveira Marques,1.778,170.0,72.0,Orthodox,1983.0,3.77,47.0,4.4,47.0,0.0,0.0,100.0,0.0
Andy Ologun,1.8288,154.0,72.0,Orthodox,1983.0,2.36,57.0,0.32,85.0,0.68,100.0,80.0,0.0
Casey Olson,1.7018,145.0,72.0,Orthodox,1984.0,2.48,60.0,0.0,100.0,3.54,57.0,100.0,1.8
Alex Oliveira,1.8034,170.0,76.0,Orthodox,1988.0,2.87,50.0,2.18,48.0,2.41,37.0,63.0,0.6
Cameron Olson,1.8542,205.0,75.0,Orthodox,1989.0,3.13,47.0,2.2,57.0,3.0,42.0,100.0,1.0
Alan Omer,1.778,145.0,72.0,Orthodox,1988.0,3.49,55.0,2.21,64.0,1.69,42.0,66.0,0.0
Michihiro Omigawa,1.6764,145.0,68.0,Orthodox,1975.0,2.01,39.0,3.06,64.0,1.19,36.0,49.0,1.5
Daniel Omielanczuk,1.8288,247.0,74.0,Southpaw,1982.0,3.09,57.0,3.29,47.0,0.56,26.0,68.0,0.1
Sam Oropeza,1.8796,170.0,72.0,Orthodox,1984.0,7.68,56.0,1.44,70.0,3.6,33.0,100.0,0.0
Brian Ortega,1.7271999999999998,145.0,69.0,Switch,1991.0,4.29,38.0,6.28,52.0,0.8,21.0,56.0,1.1
Chibwikem Onyenegecha,1.905,185.0,72.0,Orthodox,1994.0,5.6,55.0,3.4,52.0,0.0,0.0,100.0,0.0
Ode Osbourne,1.7018,135.0,73.0,Southpaw,1992.0,3.88,51.0,2.95,43.0,2.01,100.0,66.0,2.0
Kenji Osawa,1.7018,135.0,66.0,Orthodox,1976.0,2.34,35.0,2.14,63.0,0.91,58.0,68.0,0.7
Dustin Ortiz,1.651,125.0,65.0,Orthodox,1988.0,2.94,44.0,2.17,56.0,3.01,36.0,52.0,0.1
Rachael Ostovich,1.6001999999999998,125.0,62.0,Orthodox,1991.0,2.54,43.0,3.97,57.0,2.03,83.0,66.0,0.8
Nissen Osterneck,1.8796,185.0,72.0,Orthodox,1981.0,3.15,58.0,2.9,41.0,0.63,12.0,42.0,1.3
Tito Ortiz,1.905,205.0,74.0,Orthodox,1975.0,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6
Nick Osipczak,1.8796,170.0,76.0,Orthodox,1984.0,2.83,50.0,3.77,50.0,1.2,45.0,71.0,1.0
Alexander Otsuka,1.8542,205.0,72.0,Orthodox,1971.0,0.9,55.0,1.16,51.0,1.51,43.0,53.0,0.8
Takafumi Otsuka,1.6764,139.0,72.0,Orthodox,1984.0,1.29,27.0,2.12,67.0,1.64,27.0,65.0,0.0
Artur Oumakhanov,1.7018,154.0,72.0,Orthodox,1979.0,1.2,33.0,1.67,82.0,3.0,75.0,33.0,0.0
Zak Ottow,1.8034,170.0,72.0,Orthodox,1986.0,2.63,36.0,2.73,58.0,0.97,29.0,57.0,0.4
Sidney Outlaw,1.7271999999999998,170.0,74.0,Orthodox,1992.0,0.13,33.0,0.8,71.0,3.0,75.0,0.0,3.0
Valentijn Overeem,1.905,230.0,72.0,Orthodox,1976.0,0.93,34.0,1.49,58.0,1.86,50.0,0.0,4.7
Shungo Oyama,1.8034,185.0,72.0,Southpaw,1974.0,0.64,25.0,1.96,57.0,1.07,57.0,62.0,0.5
Nick Pace,1.7018,135.0,68.0,Orthodox,1987.0,1.48,34.0,3.14,57.0,2.52,43.0,54.0,0.5
Alistair Overeem,1.9304,265.0,80.0,Orthodox,1980.0,3.71,64.0,2.33,58.0,1.44,56.0,73.0,0.8
Alptekin Ozkilic,1.651,125.0,65.0,Orthodox,1986.0,3.81,32.0,5.72,59.0,4.21,58.0,75.0,0.0
George Pacurariu,1.7018,135.0,72.0,Orthodox,1984.0,4.69,53.0,2.68,63.0,5.03,100.0,100.0,5.0
Teemu Packalen,1.8542,155.0,75.0,Orthodox,1987.0,2.57,54.0,3.91,47.0,2.31,25.0,100.0,1.5
Damacio Page,1.6764,135.0,66.0,Orthodox,1982.0,2.05,38.0,2.47,51.0,2.63,64.0,23.0,0.9
Michael Page,1.8796,170.0,72.0,Orthodox,1987.0,4.53,76.0,0.45,77.0,3.4,100.0,100.0,0.0
Raulian Paiva,1.7271999999999998,125.0,69.0,Orthodox,1995.0,4.46,43.0,4.89,51.0,0.26,20.0,80.0,0.3
Dustin Pague,1.7526,135.0,74.0,Orthodox,1987.0,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6
Dinis Paiva Jr.,1.7526,145.0,71.0,Southpaw,1988.0,2.6,41.0,2.73,67.0,0.0,0.0,81.0,0.0
Fredson Paixao,1.6764,145.0,66.0,Orthodox,1979.0,1.71,54.0,2.31,62.0,0.62,11.0,10.0,2.2
Ricky Palacios,1.6764,145.0,72.0,Orthodox,1987.0,7.73,53.0,3.27,59.0,0.0,0.0,100.0,0.0
Bart Palaszewski,1.7526,145.0,70.0,Orthodox,1983.0,2.67,32.0,3.97,57.0,0.65,31.0,53.0,0.5
Jose Palacios,1.7526,145.0,72.0,Orthodox,1984.0,2.67,70.0,1.0,79.0,0.0,0.0,50.0,1.7
Sasha Palatnikov,1.8542,170.0,72.0,Switch,1989.0,9.78,52.0,7.74,51.0,1.17,100.0,88.0,0.0
Soa Palelei,1.9304,265.0,81.0,Orthodox,1977.0,2.47,57.0,2.68,48.0,2.2,47.0,66.0,0.0
Rousimar Palhares,1.7271999999999998,170.0,71.0,Orthodox,1980.0,1.75,51.0,2.04,59.0,3.93,45.0,0.0,4.1
Jared Papazian,1.7271999999999998,135.0,67.0,Southpaw,1988.0,3.33,39.0,3.81,44.0,0.0,0.0,50.0,0.0
Alexandre Pantoja,1.651,125.0,67.0,Orthodox,1990.0,4.2,47.0,3.41,54.0,1.08,36.0,67.0,1.1
Bryan Pardoe,1.8542,205.0,72.0,Orthodox,1984.0,1.11,36.0,4.59,45.0,4.75,40.0,33.0,0.0
