NAME,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
Roman Bogatov,1.7271999999999998,155.0,73.0,Orthodox,1990.0,3.33,42.0,4.4,44.0,1.0,9.0,50.0,0.0
Tim Boetsch,1.8288,185.0,74.0,Orthodox,1981.0,2.93,50.0,2.9,57.0,1.45,34.0,59.0,0.8
Stephan Bonnar,1.9304,205.0,79.0,Orthodox,1977.0,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0
Rogerio Bontorin,1.651,125.0,67.0,Orthodox,1992.0,2.3,52.0,3.17,38.0,1.76,35.0,51.0,1.1
Ray Borg,1.6256,135.0,63.0,Orthodox,1993.0,1.52,52.0,1.93,48.0,3.89,50.0,46.0,1.0
Jesse Bongfeldt,1.8288,185.0,72.0,Orthodox,1980.0,2.91,62.0,1.01,50.0,1.51,33.0,33.0,0.0
Tanner Boser,1.8796,255.0,75.0,Orthodox,1991.0,4.54,55.0,2.7,63.0,0.0,0.0,100.0,0.0
Steve Bosse,1.8034,205.0,72.0,Orthodox,1981.0,5.99,52.0,5.38,50.0,0.92,33.0,100.0,0.0
Poliana Botelho,1.7271999999999998,115.0,67.0,Orthodox,1988.0,3.0,56.0,3.08,50.0,0.89,100.0,80.0,0.0
Brian Bowles,1.7018,135.0,70.0,Orthodox,1980.0,2.36,26.0,2.98,64.0,1.39,70.0,54.0,1.4
Roger Bowling,1.7526,155.0,68.0,Orthodox,1982.0,3.9,47.0,3.86,51.0,3.09,43.0,27.0,0.9
Sean Brady,1.778,170.0,72.0,Orthodox,1992.0,5.44,55.0,4.35,61.0,3.26,57.0,100.0,1.2
Colley  Bradford,1.7018,145.0,72.0,Orthodox,1984.0,0.43,25.0,1.73,50.0,19.42,50.0,100.0,0.0
Paul Bradley,1.7526,170.0,72.0,Orthodox,1983.0,2.26,32.0,4.13,56.0,1.12,16.0,100.0,0.0
Kyle Bradley,1.7526,155.0,71.0,Orthodox,1982.0,1.99,40.0,3.45,58.0,0.65,50.0,40.0,0.0
Ebenezer Fontes Braga,1.8288,199.0,72.0,Orthodox,1969.0,2.42,50.0,0.42,71.0,0.0,0.0,90.0,0.6
Joe Brammer,1.7271999999999998,155.0,72.0,Orthodox,1983.0,2.15,31.0,2.8,56.0,0.81,50.0,50.0,0.0
Ramiz Brahimaj,1.778,170.0,72.0,Orthodox,1992.0,3.73,36.0,6.14,55.0,0.0,0.0,100.0,0.0
David Branch,1.8542,185.0,78.0,Orthodox,1981.0,1.66,39.0,1.91,56.0,2.55,32.0,43.0,0.0
Diego Brandao,1.7018,145.0,64.0,Orthodox,1987.0,2.94,47.0,3.38,62.0,3.21,68.0,80.0,0.6
Martin Bravo,1.7271999999999998,145.0,71.0,Southpaw,1993.0,7.66,39.0,5.72,51.0,2.6,35.0,85.0,0.0
Mike Breeden,1.778,155.0,70.0,Orthodox,1989.0,4.0,34.0,5.87,47.0,0.0,0.0,77.0,0.0
Chris Brennan,1.7271999999999998,170.0,72.0,Orthodox,1971.0,0.6,40.0,0.97,50.0,0.0,0.0,25.0,2.1
Tom Breese,1.905,185.0,73.0,Southpaw,1991.0,3.77,51.0,2.68,63.0,0.0,0.0,75.0,0.3
Marcos Brigagao,1.905,205.0,76.0,Southpaw,1996.0,3.07,43.0,3.27,25.0,0.0,0.0,36.0,0.0
Charlie Brenneman,1.778,155.0,70.0,Orthodox,1981.0,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0
Robert Breslin,1.8034,155.0,72.0,Orthodox,1984.0,2.21,46.0,3.5,66.0,1.38,100.0,50.0,0.0
Jason Brilz,1.8034,205.0,71.0,Orthodox,1975.0,2.66,40.0,1.78,65.0,2.37,25.0,25.0,1.3
Marcelo Brito,1.8542,170.0,72.0,Orthodox,1977.0,0.6,20.0,3.53,55.0,0.0,0.0,50.0,0.0
Henry Briones,1.7271999999999998,135.0,69.0,Orthodox,1980.0,3.47,42.0,4.68,53.0,0.0,0.0,52.0,0.6
Antwain Britt,1.8542,205.0,77.0,Orthodox,1978.0,1.46,39.0,2.81,44.0,1.56,40.0,50.0,0.0
Marcus Brimage,1.6256,135.0,71.0,Southpaw,1985.0,3.97,35.0,3.64,56.0,0.56,100.0,80.0,0.0
Jonathan Brookins,1.8288,145.0,74.0,Southpaw,1985.0,2.69,39.0,3.63,56.0,1.94,17.0,80.0,0.3
Will Brooks,1.778,155.0,72.0,Orthodox,1986.0,4.26,59.0,2.54,56.0,2.08,51.0,82.0,0.3
Jarred Brooks,1.6001999999999998,125.0,62.0,Switch,1993.0,2.12,46.0,1.66,62.0,4.54,57.0,69.0,0.6
Rob Broughton,1.8796,265.0,74.0,Orthodox,1983.0,2.83,60.0,2.54,51.0,0.0,0.0,26.0,3.2
Mike Brown,1.6764,145.0,70.0,Orthodox,1975.0,2.98,44.0,2.45,60.0,3.23,40.0,66.0,0.6
Todd Brown,1.8034,205.0,72.0,Orthodox,1976.0,2.15,45.0,3.85,48.0,0.0,0.0,50.0,0.0
Matt Brown,1.8288,170.0,75.0,Orthodox,1981.0,3.81,54.0,2.68,55.0,1.6,47.0,63.0,1.5
TJ Brown,1.7526,145.0,72.0,Switch,1990.0,3.22,42.0,2.21,50.0,4.92,60.0,40.0,0.4
Randy Brown,1.905,170.0,78.0,Orthodox,1990.0,3.67,47.0,2.8,53.0,1.0,46.0,71.0,0.6
Damien Brown,1.778,155.0,68.0,Orthodox,1984.0,3.66,38.0,4.86,50.0,0.68,27.0,53.0,0.7
Travis Browne,1.9812,255.0,79.0,Orthodox,1982.0,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2
Humberto Brown Morrison,1.778,145.0,72.0,Orthodox,1984.0,1.71,50.0,2.19,62.0,1.43,25.0,0.0,0.0
Junie Browning,1.7526,155.0,72.0,Orthodox,1984.0,3.76,48.0,1.76,66.0,3.53,66.0,0.0,3.5
Fernando Bruno,1.6764,145.0,72.0,Orthodox,1982.0,1.75,39.0,1.78,48.0,2.02,22.0,56.0,0.5
Steve Bruno,1.778,170.0,72.0,Orthodox,1981.0,0.96,52.0,3.38,36.0,1.94,25.0,46.0,0.4
Justin Buchholz,1.8288,155.0,73.0,Orthodox,1983.0,2.35,26.0,4.14,51.0,0.0,0.0,33.0,0.8
Mike Budnik,1.7526,145.0,68.0,Orthodox,1974.0,0.65,52.0,0.95,53.0,0.0,0.0,0.0,3.4
Joaquin Buckley,1.778,185.0,76.0,Southpaw,1994.0,4.89,38.0,5.46,51.0,0.66,16.0,100.0,0.0
Courtney Buck,1.778,135.0,72.0,Orthodox,1982.0,1.49,28.0,3.24,54.0,0.0,0.0,33.0,0.0
Julia Budd,1.7018,145.0,67.0,Orthodox,1983.0,2.42,74.0,1.18,47.0,3.6,57.0,83.0,0.0
Cody Brundage,1.8288,205.0,72.0,Orthodox,1994.0,7.97,82.0,6.29,6.0,6.29,33.0,0.0,0.0
Paul Buentello,1.8796,245.0,77.0,Orthodox,1974.0,3.29,45.0,3.83,52.0,0.19,33.0,39.0,0.4
Mayra Bueno Silva,1.6764,135.0,66.0,Orthodox,1991.0,4.44,53.0,6.74,44.0,0.0,0.0,71.0,1.9
Modestas Bukauskas,1.905,205.0,78.0,Switch,1994.0,3.56,37.0,5.7,42.0,0.0,0.0,100.0,0.0
Wuliji Buren,1.7526,135.0,69.0,Orthodox,1989.0,1.63,42.0,2.96,56.0,3.38,42.0,71.0,0.4
Shane Burgos,1.8034,145.0,75.0,Orthodox,1991.0,7.31,50.0,5.81,60.0,0.3,100.0,89.0,0.1
Mads Burnell,1.7271999999999998,145.0,69.0,Orthodox,1994.0,1.28,41.0,2.71,51.0,3.45,47.0,22.0,0.4
Kevin Burns,1.778,170.0,74.0,Orthodox,1980.0,2.74,38.0,4.3,52.0,0.28,50.0,47.0,0.8
Joshua Burkman,1.778,170.0,72.0,Orthodox,1980.0,2.69,43.0,3.13,51.0,2.53,36.0,72.0,0.3
Gilbert Burns,1.778,170.0,71.0,Orthodox,1986.0,3.15,46.0,2.74,56.0,2.21,37.0,50.0,0.7
Nah-Shon Burrell,1.8034,170.0,72.0,Orthodox,1990.0,4.83,47.0,3.45,56.0,0.0,0.0,52.0,0.3
Herbert Burns,1.7526,145.0,73.0,Orthodox,1988.0,1.67,45.0,5.02,33.0,4.64,83.0,75.0,2.8
Murilo Bustamante,1.8796,183.0,72.0,Orthodox,1966.0,1.33,32.0,1.9,60.0,2.46,33.0,54.0,1.2
Derek Brunson,1.8542,185.0,77.0,Southpaw,1984.0,3.77,47.0,2.95,54.0,3.02,31.0,100.0,0.4
Bubba Bush,1.8288,185.0,72.0,Orthodox,1985.0,0.63,55.0,7.01,25.0,2.82,50.0,60.0,0.0
Jason Butcher,1.905,185.0,72.0,Orthodox,1984.0,1.82,40.0,2.73,25.0,13.64,50.0,0.0,0.0
Raphael Butler,1.905,261.0,72.0,Orthodox,1984.0,4.69,45.0,0.94,91.0,0.0,0.0,100.0,14.1
JP Buys,1.651,125.0,67.0,Orthodox,1996.0,2.99,58.0,2.02,47.0,3.64,60.0,0.0,2.4
Cheyanne Buys,1.6001999999999998,115.0,63.0,Switch,1995.0,6.13,55.0,2.33,66.0,0.0,0.0,100.0,0.0
Dennis Buzukja,1.7526,145.0,71.0,Switch,1997.0,3.8,46.0,6.8,35.0,2.0,25.0,100.0,1.0
Steve Byrnes,1.8288,170.0,72.0,Orthodox,1984.0,1.2,51.0,2.67,27.0,3.0,60.0,0.0,4.0
Charles Byrd,1.778,185.0,73.0,Orthodox,1983.0,3.43,55.0,2.63,55.0,2.5,50.0,40.0,1.5
Priscila Cachoeira,1.7018,135.0,65.0,Orthodox,1988.0,3.84,37.0,7.93,42.0,0.0,0.0,69.0,0.0
Alex Caceres,1.778,145.0,73.0,Southpaw,1988.0,4.15,50.0,2.91,65.0,0.55,76.0,59.0,0.8
Yan Cabral,1.8034,155.0,73.0,Orthodox,1983.0,2.02,47.0,1.98,62.0,2.89,35.0,37.0,1.2
Vince Cachero,1.6764,145.0,68.0,Orthodox,1989.0,5.07,50.0,6.87,47.0,0.0,0.0,28.0,0.0
Darrion Caldwell,1.778,135.0,72.0,Orthodox,1987.0,0.85,34.0,0.57,60.0,3.41,66.0,100.0,0.8
Joanne Calderwood,1.6764,125.0,65.0,Orthodox,1985.0,6.17,48.0,4.31,52.0,1.9,57.0,55.0,0.5
Cynthia Calvillo,1.6256,125.0,64.0,Orthodox,1987.0,4.18,41.0,3.52,67.0,1.85,44.0,71.0,1.1
Frank Camacho,1.778,170.0,73.0,Orthodox,1989.0,6.67,46.0,7.31,52.0,1.17,45.0,72.0,0.0
Fabricio Camoes,1.778,155.0,71.0,Orthodox,1978.0,1.29,33.0,1.85,61.0,2.34,32.0,20.0,1.5
Brian Camozzi,1.8796,170.0,78.0,Orthodox,1991.0,3.15,26.0,6.39,54.0,0.0,0.0,0.0,0.7
Mike Campbell,1.7526,155.0,72.0,Southpaw,1984.0,1.4,26.0,1.4,63.0,5.26,100.0,0.0,0.0
Chris Camozzi,1.8796,185.0,75.0,Orthodox,1986.0,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5
Shane Campbell,1.8288,155.0,71.0,Orthodox,1987.0,3.99,59.0,3.19,55.0,1.36,28.0,82.0,0.0
Will Campuzano,1.7526,125.0,70.0,Orthodox,1986.0,2.43,31.0,3.82,57.0,0.88,45.0,48.0,0.2
Wagner Campos,1.6764,145.0,72.0,Southpaw,1981.0,1.54,41.0,2.53,51.0,2.71,100.0,0.0,0.0
Aleksa Camur,1.8542,205.0,74.0,Orthodox,1995.0,3.94,54.0,2.49,57.0,0.84,33.0,20.0,0.0
Carlos Candelario,1.7271999999999998,125.0,67.0,Southpaw,1991.0,3.87,47.0,1.67,57.0,0.0,0.0,46.0,0.0
Chico Camus,1.6764,125.0,66.0,Orthodox,1985.0,2.58,41.0,2.46,64.0,0.77,40.0,72.0,0.4
Ronaldo Candido,1.6764,125.0,72.0,Southpaw,1989.0,1.67,42.0,3.87,52.0,8.0,53.0,0.0,5.0
Luiz Cane,1.8796,185.0,77.0,Southpaw,1981.0,4.79,41.0,5.0,60.0,0.56,28.0,100.0,0.3
Guido Cannetti,1.6764,135.0,68.0,Southpaw,1979.0,2.85,51.0,2.17,50.0,2.64,50.0,75.0,0.3
Jared Cannonier,1.8034,185.0,77.0,Switch,1984.0,3.7,52.0,3.09,64.0,0.16,33.0,54.0,0.0
Steve Cantwell,1.8796,185.0,75.0,Orthodox,1986.0,3.63,34.0,5.76,55.0,0.65,30.0,80.0,0.7
Phil Caracappa,1.7271999999999998,135.0,70.0,Orthodox,1992.0,2.93,50.0,4.07,29.0,1.0,8.0,100.0,1.0
Dos Caras Jr.,1.9304,225.0,72.0,Orthodox,1977.0,0.77,23.0,1.2,59.0,0.0,0.0,72.0,0.0
Gina Carano,1.7271999999999998,145.0,72.0,Orthodox,1982.0,4.5,47.0,2.66,64.0,1.24,66.0,85.0,1.6
Bryan Caraway,1.7271999999999998,135.0,68.0,Orthodox,1984.0,2.53,34.0,3.61,54.0,2.57,25.0,80.0,0.8
Phil Cardella,1.8034,155.0,72.0,Orthodox,1976.0,2.47,50.0,2.0,57.0,0.0,0.0,11.0,2.5
Chris Cariaso,1.6001999999999998,125.0,64.0,Southpaw,1981.0,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8
Luana Carolina,1.6764,125.0,69.0,Orthodox,1993.0,6.29,50.0,3.75,47.0,0.0,0.0,100.0,2.4
Francis Carmont,1.905,205.0,78.0,Orthodox,1981.0,2.22,42.0,1.64,59.0,1.79,36.0,73.0,0.6
Liz Carmouche,1.6764,125.0,66.0,Orthodox,1984.0,2.78,54.0,2.51,61.0,2.57,51.0,65.0,0.3
Antonio Carlos Junior,1.8796,185.0,79.0,Orthodox,1990.0,1.91,44.0,1.98,53.0,3.7,44.0,53.0,0.9
Roan Carneiro,1.8034,170.0,76.0,Orthodox,1978.0,1.46,46.0,1.82,62.0,3.05,42.0,83.0,1.4
Spike Carlyle,1.7271999999999998,145.0,71.0,Switch,1993.0,2.55,54.0,3.85,30.0,3.34,36.0,57.0,0.5
Cain Carrizosa,1.7271999999999998,155.0,72.0,Orthodox,1986.0,2.72,42.0,5.8,51.0,0.0,0.0,14.0,0.0
Shonie Carter,1.778,170.0,72.0,Southpaw,1972.0,1.62,36.0,2.32,47.0,0.75,66.0,75.0,0.0
Bruno Carvalho,1.7271999999999998,154.0,72.0,Orthodox,1982.0,0.6,45.0,0.93,53.0,0.0,0.0,66.0,4.0
Cortney Casey,1.7018,135.0,67.0,Orthodox,1987.0,4.4,38.0,4.31,53.0,0.31,30.0,37.0,0.6
Rafael Carvalho,1.905,185.0,72.0,Orthodox,1986.0,1.94,50.0,1.84,54.0,2.77,40.0,70.0,0.0
Antonio Carvalho,1.7526,145.0,70.0,Orthodox,1979.0,3.03,29.0,3.62,64.0,0.0,0.0,100.0,0.0
Johnny Case,1.778,155.0,72.0,Orthodox,1989.0,3.95,38.0,2.66,61.0,1.7,45.0,72.0,0.2
Brandon Cash,1.9558,255.0,72.0,Orthodox,1984.0,5.42,72.0,0.68,33.0,10.17,66.0,0.0,0.0
Kevin Casey,1.8034,185.0,77.0,Southpaw,1981.0,2.27,53.0,3.76,46.0,0.79,22.0,27.0,0.4
Bendy Casimir,1.651,145.0,72.0,Southpaw,1980.0,0.74,27.0,3.42,54.0,0.0,0.0,100.0,0.0
Shane Carwin,1.8796,265.0,80.0,Orthodox,1975.0,4.38,47.0,3.53,53.0,1.42,33.0,42.0,0.0
Gil Castillo,1.7526,170.0,72.0,Southpaw,1965.0,0.6,45.0,2.22,44.0,3.33,45.0,50.0,0.0
John Castaneda,1.6764,135.0,71.0,Switch,1991.0,3.43,44.0,5.3,51.0,1.0,25.0,66.0,0.0
Danny Castillo,1.7526,155.0,71.0,Orthodox,1979.0,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2
Jenna Castillo,1.5748,125.0,72.0,Orthodox,1982.0,3.24,56.0,2.01,57.0,1.68,100.0,100.0,0.0
Rafael Cavalcante,1.8542,205.0,74.0,Orthodox,1980.0,2.71,53.0,3.62,49.0,0.6,40.0,63.0,0.1
Luke Caudillo,1.7018,155.0,72.0,Orthodox,1980.0,1.97,28.0,5.07,55.0,0.44,20.0,85.0,0.0
Nick Catone,1.8288,185.0,72.0,Southpaw,1981.0,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5
Gesias Cavalcante,1.7271999999999998,155.0,71.0,Orthodox,1983.0,1.98,35.0,3.11,51.0,1.25,36.0,66.0,1.1
Henry Cejudo,1.6256,135.0,64.0,Orthodox,1987.0,3.92,45.0,2.77,65.0,2.12,33.0,93.0,0.2
Yosdenis Cedeno,1.7271999999999998,155.0,69.0,Orthodox,1985.0,1.64,29.0,1.6,67.0,0.0,0.0,31.0,0.3
Adam Cella,1.8796,170.0,72.0,Orthodox,1985.0,1.91,42.0,2.61,51.0,3.92,75.0,50.0,1.3
Magnus Cedenblad,1.9558,185.0,79.0,Orthodox,1982.0,2.38,51.0,3.02,40.0,2.87,64.0,66.0,1.0
Luan Chagas,1.8288,170.0,75.0,Orthodox,1993.0,4.16,47.0,3.19,62.0,0.32,12.0,85.0,0.3
Alex Chambers,1.6001999999999998,115.0,63.0,Southpaw,1978.0,2.97,54.0,5.1,50.0,2.31,41.0,53.0,1.0
Michael Chandler,1.7271999999999998,155.0,71.0,Orthodox,1986.0,4.08,47.0,3.81,52.0,2.57,41.0,80.0,1.5
Ansar Chalangov,1.7526,170.0,72.0,Orthodox,1979.0,0.68,66.0,1.69,54.0,0.0,0.0,0.0,7.6
Danny Chavez,1.7271999999999998,145.0,67.0,Orthodox,1987.0,3.27,44.0,2.87,69.0,4.0,100.0,100.0,0.0
Donald Cerrone,1.8542,155.0,73.0,Orthodox,1983.0,4.43,46.0,4.46,53.0,1.19,33.0,73.0,1.2
Ernest Chavez,1.7271999999999998,145.0,70.0,Orthodox,1983.0,2.79,40.0,3.89,59.0,0.89,33.0,50.0,0.0
Mark Cherico,1.7018,145.0,69.0,Orthodox,1986.0,3.69,34.0,7.37,56.0,5.03,50.0,0.0,0.0
Macy Chiasson,1.8034,135.0,72.0,Orthodox,1991.0,4.4,53.0,2.22,44.0,0.97,16.0,70.0,0.7
Giga Chikadze,1.8288,145.0,74.0,Orthodox,1988.0,3.45,43.0,2.65,60.0,0.38,33.0,68.0,0.0
Michael Chiesa,1.8542,170.0,75.0,Southpaw,1987.0,2.07,39.0,1.95,52.0,3.84,51.0,68.0,1.1
Khamzat Chimaev,1.8796,170.0,75.0,Orthodox,1994.0,9.03,72.0,0.1,66.0,4.67,75.0,0.0,3.1
Mu Bae Choi,1.8796,230.0,72.0,Orthodox,1970.0,1.55,49.0,3.65,44.0,3.12,75.0,60.0,1.0
Hong Man Choi,2.1844,330.0,72.0,Orthodox,1980.0,1.32,26.0,1.46,36.0,0.71,100.0,84.0,0.0
Dooho Choi,1.778,145.0,70.0,Orthodox,1991.0,5.32,51.0,6.38,53.0,0.41,20.0,50.0,0.0
SeungWoo Choi,1.8288,145.0,74.0,Orthodox,1992.0,3.33,42.0,2.77,45.0,0.69,50.0,66.0,0.0
John Cholish,1.8034,155.0,74.0,Orthodox,1983.0,2.65,49.0,2.29,73.0,1.82,31.0,78.0,0.4
Katlyn Chookagian,1.7526,125.0,68.0,Orthodox,1988.0,4.22,34.0,4.23,63.0,0.27,15.0,51.0,0.5
Ryo Chonan,1.7526,170.0,70.0,Orthodox,1976.0,2.57,43.0,2.25,60.0,0.61,41.0,39.0,0.3
Anthony Christodoulou,1.7526,155.0,72.0,Orthodox,1987.0,2.19,26.0,5.9,45.0,0.0,0.0,40.0,0.0
Murad Chunkaiev,1.8034,185.0,72.0,Orthodox,1984.0,0.85,16.0,3.41,66.0,8.53,100.0,0.0,0.0
Dan Christison,2.032,265.0,72.0,Orthodox,1972.0,4.23,51.0,3.88,54.0,0.0,0.0,37.0,1.1
Cameron Church,1.8034,155.0,72.0,Orthodox,1990.0,4.0,40.0,4.93,50.0,0.0,0.0,60.0,1.0
Mike Ciesnolevicz,1.8288,235.0,72.0,Orthodox,1979.0,0.51,50.0,4.62,57.0,0.0,0.0,20.0,5.1
Hannah Cifers,1.5494,115.0,62.0,Orthodox,1992.0,4.99,44.0,5.39,52.0,0.26,100.0,64.0,0.3
Misha Cirkunov,1.905,205.0,77.0,Orthodox,1987.0,4.18,52.0,2.89,62.0,4.42,57.0,71.0,2.4
Logan Clark,1.8796,185.0,72.0,Orthodox,1985.0,2.2,54.0,1.49,53.0,0.31,100.0,30.0,2.1
Jessica-Rose Clark,1.651,125.0,64.0,Orthodox,1987.0,4.68,51.0,3.98,60.0,1.01,55.0,73.0,0.4
Heather Clark,1.6764,115.0,64.0,Orthodox,1980.0,3.69,49.0,5.62,50.0,0.33,4.0,80.0,0.3
Devin Clark,1.8288,205.0,75.0,Orthodox,1990.0,3.33,57.0,2.43,48.0,2.7,36.0,76.0,0.1
Mitch Clarke,1.778,155.0,73.0,Orthodox,1985.0,2.35,34.0,3.27,47.0,0.64,15.0,50.0,0.4
Rich Clementi,1.7526,155.0,72.0,Southpaw,1976.0,1.43,37.0,2.29,60.0,1.72,42.0,25.0,1.1
Chris Clements,1.778,170.0,70.0,Orthodox,1976.0,3.2,49.0,2.37,44.0,0.0,0.0,32.0,0.3
Josh Clopton,1.6764,145.0,72.0,Orthodox,1981.0,1.6,64.0,2.87,50.0,2.0,66.0,75.0,0.0
Dakota Cochrane,1.7271999999999998,155.0,72.0,Orthodox,1986.0,2.66,75.0,2.66,30.0,4.43,33.0,0.0,0.0
Marloes Coenen,1.7526,145.0,67.0,Orthodox,1981.0,2.15,51.0,1.9,67.0,0.82,30.0,41.0,2.5
Felipe Colares,1.7271999999999998,135.0,69.0,Orthodox,1994.0,1.13,42.0,3.0,32.0,2.0,25.0,34.0,1.0
John Cofer,1.7526,155.0,72.0,Southpaw,1984.0,2.73,41.0,3.43,62.0,1.22,50.0,64.0,0.0
Wayne Cole,1.8542,205.0,72.0,Orthodox,1984.0,0.57,20.0,8.33,27.0,4.31,25.0,0.0,4.3
Devin Cole,1.9304,240.0,72.0,Orthodox,1976.0,3.5,55.0,2.14,48.0,2.18,42.0,66.0,0.0
Mark Coleman,1.8542,205.0,75.0,Orthodox,1964.0,1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8
Clay Collard,1.8034,145.0,73.0,Orthodox,1993.0,4.22,32.0,5.0,50.0,2.81,39.0,71.0,0.5
Jamie Colleen,1.6001999999999998,115.0,65.0,Orthodox,1985.0,3.11,61.0,5.66,33.0,0.52,33.0,50.0,1.6
Carlos Condit,1.8796,170.0,75.0,Orthodox,1984.0,3.69,39.0,2.52,57.0,0.55,55.0,36.0,1.1
Jake Collier,1.905,230.0,78.0,Orthodox,1988.0,4.92,41.0,4.09,53.0,0.57,23.0,67.0,0.4
Christian Colombo,1.9558,265.0,72.0,Orthodox,1980.0,2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0
Tristan Connelly,1.778,170.0,68.0,Orthodox,1985.0,4.27,51.0,2.13,57.0,0.0,0.0,60.0,1.0
Jeremiah Constant,1.8542,240.0,72.0,Orthodox,1974.0,1.5,75.0,3.25,43.0,0.0,0.0,0.0,7.5
Marcos Conrado Jr.,1.8796,220.0,72.0,Orthodox,1982.0,1.6,34.0,9.69,35.0,1.84,14.0,0.0,0.0
TJ Cook,1.778,205.0,72.0,Orthodox,1982.0,2.3,47.0,3.18,54.0,1.01,50.0,0.0,0.0
Mike Cook,1.8542,205.0,72.0,Orthodox,1984.0,1.72,49.0,2.4,46.0,1.03,33.0,55.0,2.1
Amanda Cooper,1.6001999999999998,115.0,64.0,Switch,1991.0,3.55,44.0,3.2,51.0,1.53,38.0,28.0,1.8
Kit Cope,1.8288,170.0,72.0,Orthodox,1977.0,1.18,52.0,2.12,35.0,0.0,0.0,50.0,3.5
Chris Cope,1.8288,170.0,72.0,Orthodox,1983.0,3.96,26.0,4.82,50.0,0.0,0.0,80.0,0.0
Michael Cora,1.8542,170.0,77.0,Southpaw,1989.0,0.8,28.0,0.13,66.0,0.0,0.0,25.0,0.0
Josh Copeland,1.8542,265.0,72.0,Orthodox,1982.0,1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0
Muhsin Corbbrey,1.778,155.0,72.0,Orthodox,1978.0,2.02,34.0,5.41,53.0,0.0,0.0,80.0,0.4
Akira Corassani,1.7271999999999998,145.0,68.0,Orthodox,1982.0,3.25,45.0,4.91,50.0,0.7,28.0,86.0,0.0
Daniel Cormier,1.8034,235.0,72.0,Orthodox,1979.0,4.25,52.0,2.92,54.0,1.83,44.0,80.0,0.4
Wesley Correira,1.905,260.0,72.0,Orthodox,1978.0,2.6,36.0,8.8,40.0,0.0,0.0,90.0,0.0
Tracy Cortez,1.651,135.0,65.0,Orthodox,1993.0,3.67,53.0,1.98,62.0,3.0,42.0,85.0,0.0
Bethe Correia,1.651,135.0,64.0,Orthodox,1983.0,4.39,44.0,4.56,58.0,0.44,20.0,84.0,0.0
Orion Cosce,1.8034,170.0,71.0,Switch,1994.0,4.56,62.0,1.97,56.0,1.02,100.0,70.0,0.0
Louis Cosce,1.7526,170.0,71.0,Orthodox,1995.0,8.22,48.0,9.3,48.0,1.07,11.0,0.0,0.0
Randy Costa,1.7526,135.0,73.0,Switch,1994.0,7.88,47.0,5.26,58.0,0.0,0.0,100.0,0.0
Paulo Costa,1.8542,185.0,72.0,Orthodox,1991.0,7.03,57.0,6.7,50.0,0.0,0.0,80.0,0.0
Patrick Cote,1.8034,170.0,75.0,Orthodox,1980.0,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2
Oscar Cota,1.8288,230.0,72.0,Orthodox,1984.0,0.33,41.0,2.47,41.0,0.0,0.0,60.0,1.0
Rashad Coulter,1.8034,205.0,76.0,Orthodox,1981.0,4.82,56.0,6.68,50.0,0.0,0.0,62.0,0.0
JC Cottrell,1.7526,155.0,72.0,Orthodox,1989.0,0.79,25.0,2.75,45.0,0.79,100.0,50.0,0.0
JR Coughran,1.6764,145.0,72.0,Orthodox,1994.0,12.29,57.0,6.8,45.0,0.0,0.0,75.0,0.0
Colby Covington,1.8034,170.0,72.0,Orthodox,1988.0,4.12,38.0,2.86,55.0,4.61,50.0,75.0,0.1
Randy Couture,1.8542,205.0,75.0,Orthodox,1963.0,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5
Ryan Couture,1.778,155.0,73.0,Orthodox,1982.0,3.54,45.0,2.87,54.0,1.55,29.0,46.0,1.3
Jeff Cox,1.778,155.0,72.0,Orthodox,1968.0,0.56,25.0,1.69,33.0,4.23,50.0,80.0,0.0
Nathan Coy,1.778,170.0,69.0,Southpaw,1978.0,3.88,52.0,2.4,61.0,3.17,47.0,50.0,0.0
Alberto Crane,1.651,155.0,72.0,Orthodox,1976.0,0.43,25.0,2.61,57.0,0.0,0.0,50.0,4.0
Dan Cramer,1.8796,170.0,72.0,Orthodox,1985.0,0.97,30.0,2.1,31.0,0.0,0.0,66.0,0.5
Paul Craig,1.905,205.0,76.0,Orthodox,1987.0,2.4,49.0,2.43,49.0,2.11,26.0,55.0,1.5
Andrew Craig,1.8542,170.0,76.0,Orthodox,1986.0,2.39,40.0,3.01,50.0,0.53,37.0,72.0,0.0
Tim Credeur,1.905,185.0,75.0,Orthodox,1977.0,3.59,30.0,3.13,57.0,0.41,100.0,50.0,3.3
Paul Creighton,1.6764,155.0,72.0,Southpaw,1970.0,0.72,75.0,4.65,30.0,5.37,37.0,0.0,0.0
