Name,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,Str. Acc..,SApM,Str. Def,TD Avg,TD Acc,TD Def.,Sub. Avg
Islam Makhachev,1.778,155 ,70,Orthodox, 1991,2.1,56,0.76,72,3.4,68,93,0.8
Demian Maia,1.8541999999999998,170 ,72,Southpaw, 1977,1.82,43,2.03,63,2.55,26,61,1.0
Zach Makovsky,1.6256,125 ,64,Southpaw, 1983,1.94,43,2.24,62,3.71,30,56,0.3
Jeremy Malaterre,1.8034,155 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Marvin Maldonado,1.6764,135 ,,,,0.87,56,3.47,43,0.0,0,20,0.0
Nazareno Malegarie,1.7271999999999998,155 ,,, 1986,3.87,34,3.27,69,1.0,33,0,0.0
Bea Malecki,1.7526,135 ,74,Orthodox, 1991,6.78,46,6.14,62,0.0,0,78,1.4
Fabio Maldonado,1.8541999999999998,205 ,75,Orthodox, 1980,5.29,58,4.31,53,0.44,57,61,0.6
Carl Malenko,1.8034,200 ,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Jacob Malkoun,1.7526,185 ,73,Orthodox, 1995,0.0,0,23.33,36,0.0,0,0,0.0
Mike Malott,1.8288,145 ,,,,4.53,36,4.53,51,2.0,33,0,0.0
Troy Mandaloniz,1.7526,170 ,,Orthodox, 1980,3.52,56,4.71,63,3.1,66,57,0.0
Nate Maness,1.778,135 ,72,Orthodox, 1991,2.4,45,4.63,45,1.33,66,88,0.7
Melchor Manibusan,1.651,154 ,,Southpaw, 1976,1.58,54,5.79,15,0.0,0,0,0.0
Melvin Manhoef,1.7526,185 ,,Orthodox, 1976,3.52,48,2.64,51,0.33,25,78,0.0
Steve Mann,1.8541999999999998,170 ,,,,3.18,70,0.66,57,1.64,100,60,0.0
Jon Manley,1.8541999999999998,170 ,,Orthodox, 1986,1.13,20,4.33,45,1.0,7,20,0.0
Chris Manuel,1.7526,135 ,,Orthodox, 1987,2.53,40,2.67,66,1.0,20,100,0.0
Jimi Manuwa,1.8541999999999998,205 ,79,Orthodox, 1980,3.43,54,3.97,49,0.53,18,70,0.4
Cristiano Marcello,1.7526,155 ,72,Orthodox, 1977,2.56,33,3.61,58,0.44,11,20,0.9
Marcos Mariano,1.8541999999999998,155 ,76,Switch, 1986,0.25,27,2.11,43,0.0,0,28,0.0
Jose Maria,1.651,125 ,,Orthodox, 1982,3.2,53,3.98,52,2.32,27,33,2.3
Enrique Marin,1.778,170 ,,, 1986,1.43,33,3.0,50,2.5,38,60,1.0
Michael Mangan,,155 ,,,,1.94,33,4.52,46,19.35,50,100,0.0
Gary Mangat,1.7018,135 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Ronny Markes,1.8541999999999998,185 ,75,Orthodox, 1988,2.17,53,2.43,45,3.13,40,100,0.5
Rory Markham,1.8288,170 ,71,Orthodox, 1982,1.98,21,10.27,45,0.0,0,0,0.0
Christina Marks,1.7018,125 ,69,Orthodox, 1985,5.0,58,3.0,64,7.5,100,0,0.0
Randa Markos,1.6256,115 ,63,Orthodox, 1985,2.85,41,3.2,59,1.23,28,57,0.2
Danilo Marques,1.9811999999999999,205 ,77,Orthodox, 1985,1.07,72,1.27,58,4.0,25,0,0.0
Julian Marquez,1.8796,185 ,72,Orthodox, 1990,3.8,40,3.33,53,0.0,0,52,3.0
Carmelo Marrero,1.8288,205 ,73,Orthodox, 1981,0.84,34,2.04,54,3.21,36,36,0.9
CJ Marsh,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Nate Marquardt,1.8288,185 ,74,Orthodox, 1979,2.71,49,2.32,55,1.87,51,70,0.8
Cesar Marscucci,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Eliot Marshall,1.8796,205 ,77,Orthodox, 1980,1.93,27,2.39,67,0.47,33,79,0.9
John Marsh,1.8288,265 ,,Orthodox, 1970,0.83,42,2.23,40,0.43,100,54,0.4
Doug Marshall,1.778,205 ,,Orthodox, 1975,6.99,46,4.02,60,0.0,0,66,2.4
David Marshall,1.8796,170 ,,, 1984,0.0,0,0.0,0,0.0,0,0,0.0
Eric Martin,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Justin Martin,1.8288,185 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Jack Marshman,1.8288,185 ,73,Orthodox, 1989,2.74,25,4.19,56,0.0,0,20,0.0
Terry Martin,1.7271999999999998,185 ,71,Orthodox, 1980,2.82,43,3.13,54,3.1,42,92,0.0
Joe Martin,1.7526,170 ,,,,0.73,40,2.4,45,0.0,0,16,0.0
Dave Martin,1.8288,205 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Mallory Martin,1.6256,115 ,63,Orthodox, 1994,4.28,59,6.04,58,3.24,60,25,0.5
Anthony Rocco Martin,1.8288,170 ,73,Orthodox, 1989,2.68,37,2.59,58,0.71,27,68,1.0
Michal Martinek,1.8796,230 ,,Southpaw, 1990,2.45,53,4.29,51,0.0,0,0,0.0
Rainy Martinez,1.8288,199 ,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Alonzo Martinez,1.778,155 ,,, 1984,3.07,27,7.33,52,0.0,0,0,0.0
Danny Martinez,1.6764,125 ,67,Orthodox, 1985,2.73,28,3.77,63,3.0,45,36,0.0
Henry Martinez,1.7018,155 ,69,Southpaw, 1983,2.79,25,4.01,60,0.0,0,80,0.0
Jonathan Martinez,1.7271999999999998,145 ,70,Southpaw, 1994,4.34,46,3.61,58,0.53,37,61,0.0
Poppies Martinez,1.7526,145 ,,, 1983,2.88,50,2.16,51,1.54,33,50,9.2
Andrew Martinez,1.7526,215 ,,,,3.4,31,2.3,47,1.5,50,0,0.0
Mana Martinez,1.778,135 ,70,Orthodox, 1996,2.11,62,1.27,50,0.0,0,0,6.3
Roque Martinez,1.778,250 ,72,Orthodox, 1986,2.67,51,4.68,59,0.62,50,16,0.0
Adriano Martins,1.778,155 ,72,Southpaw, 1982,1.8,38,2.14,65,0.83,80,81,0.4
Victor Martinez,1.778,155 ,,, 1991,0.0,0,0.0,0,0.0,0,0,0.0
Wagner da Conceicao Martins,2.0065999999999997,390 ,,Orthodox, 1978,1.91,37,5.43,42,2.2,100,100,0.0
Lucas Martins,1.8288,145 ,72,Southpaw, 1988,2.87,35,4.14,60,0.0,0,76,0.5
Max Martyniouk,,155 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Bristol Marunde,1.8541999999999998,170 ,75,Orthodox, 1982,1.42,21,4.4,47,1.6,33,14,0.0
Mike Massenzio,1.8796,185 ,73,Southpaw, 1982,2.08,45,3.59,54,2.74,24,50,1.4
Shoji Maruyama,1.7018,139 ,,Orthodox, 1983,1.4,63,0.27,55,0.0,0,54,0.0
Tiffany Masters,1.6001999999999998,115 ,65,Orthodox, 1994,3.53,62,2.58,50,3.06,60,0,0.0
Jameel Massouh,1.778,145 ,72,Orthodox, 1984,1.91,54,2.62,55,0.67,15,50,0.7
Al Matavao,1.7271999999999998,205 ,67,Orthodox, 1994,7.84,46,6.7,58,0.0,0,0,0.0
Tateki Matsuda,1.7018,125 ,,Orthodox, 1986,3.2,34,3.43,69,0.0,0,16,0.0
Koichiro Matsumoto,1.7018,145 ,,, 1986,1.9,26,3.5,31,0.0,0,0,0.0
Daijiro Matsui,1.7526,200 ,,Orthodox, 1972,0.84,45,1.69,55,1.83,30,43,0.4
AJ Matthews,1.8034,185 ,,,,5.11,52,4.96,51,0.0,0,100,0.0
Naoki Matsushita,1.6764,155 ,,Orthodox,,3.3,32,2.2,63,1.5,100,0,0.0
Jorge Masvidal,1.8034,170 ,74,Orthodox, 1984,4.2,47,3.0,65,1.57,59,77,0.4
Jake Matthews,1.8034,170 ,73,Orthodox, 1994,3.15,46,2.12,63,2.09,41,70,0.7
Claudio Mattos,,185 ,,Orthodox,,0.0,0,3.53,0,0.0,0,0,0.0
Francesco Maturi,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
John Matua,1.8796,400 ,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Miranda Maverick,1.6001999999999998,125 ,65,Southpaw, 1997,9.8,51,6.0,62,0.0,0,0,0.0
Vladimir Matyushenko,1.8288,205 ,74,Orthodox, 1971,1.9,44,1.62,59,3.25,46,70,0.1
Jeremy May,1.8541999999999998,185 ,,, 1986,0.0,0,0.0,0,0.0,0,0,0.0
Nick Maximov,1.8288,220 ,76,Southpaw, 1997,2.47,58,0.33,58,2.0,40,0,0.0
Gina Mazany,1.6764,125 ,68,Southpaw, 1988,3.45,47,3.07,51,4.41,63,33,0.3
Brooke Mayo,1.7018,125 ,,,,1.92,34,3.2,63,3.2,60,0,2.1
Sabina Mazo,1.7018,125 ,70,Orthodox, 1997,7.14,46,4.07,62,1.02,100,83,0.2
Scott McAfee,1.7271999999999998,155 ,,Orthodox, 1983,0.0,0,1.33,50,0.0,0,0,0.0
Jack May,2.032,255 ,,Switch, 1981,1.52,38,3.29,33,0.91,33,20,0.0
Elaina Maxwell,1.7271999999999998,145 ,,Orthodox, 1978,2.07,60,2.4,53,0.0,0,50,1.0
Michael McBride,1.8541999999999998,155 ,,Orthodox, 1986,4.08,48,5.85,40,1.85,42,30,1.2
Bobby McAndrews,,,,Orthodox,,2.56,83,1.03,50,0.0,0,33,7.7
Ian McCall,1.651,125 ,64,Orthodox, 1984,3.59,39,3.25,67,2.08,30,88,0.0
Don'Tale Mayes,1.9811999999999999,260 ,81,Orthodox, 1992,4.13,45,4.46,43,0.23,20,59,0.0
Gray Maynard,1.7526,155 ,70,Orthodox, 1979,1.92,32,2.64,66,2.91,47,81,0.7
Molly McCann,1.6256,125 ,62,Orthodox, 1990,5.75,49,4.7,66,2.01,29,33,0.7
Charles McCarthy,1.778,185 ,71,Orthodox, 1980,0.18,12,4.03,56,2.67,60,0,2.7
Kris McCray,1.8288,170 ,76,Orthodox, 1981,2.69,45,2.57,54,2.88,55,38,0.0
Sean McCorkle,2.0065999999999997,265 ,81,Orthodox, 1976,0.85,44,2.48,52,2.12,40,33,4.2
Tamdan McCrory,1.9304,185 ,76,Switch, 1986,2.07,49,1.6,46,2.28,50,33,2.5
Rob McCullough,1.7526,155 ,69,Orthodox, 1977,2.47,36,2.84,59,0.46,100,68,0.0
Robert McDaniel,1.905,185 ,75,Southpaw, 1983,1.64,44,1.98,56,0.93,50,50,1.4
Justin McCully,1.8541999999999998,225 ,73,Orthodox, 1976,1.58,37,2.02,46,1.28,44,43,0.0
Michael McDonald,1.8034,205 ,,Orthodox, 1965,0.0,0,0.4,50,0.0,0,0,0.0
Scott McDonald,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Miles McDonald,1.7018,115 ,,, 1991,5.1,45,4.0,43,0.0,0,100,1.0
Michael McDonald,1.7526,135 ,70,Orthodox, 1991,2.69,42,2.76,57,1.09,66,52,1.4
Justin McElfresh,1.9811999999999999,205 ,,Orthodox, 1980,4.59,26,12.79,41,0.0,0,0,0.0
Gan McGee,1.8541999999999998,265 ,,Orthodox, 1976,2.2,29,2.31,59,0.65,25,83,0.0
Josh McDonald,,185 ,,,,0.8,57,3.4,33,9.0,50,0,0.0
Ryan McGillivray,1.8034,170 ,,, 1986,1.27,20,2.2,52,0.0,0,44,0.0
Liam McGeary,1.9811999999999999,205 ,,, 1982,1.28,48,1.92,50,0.51,100,0,2.5
Court McGee,1.8034,170 ,75,Orthodox, 1984,4.9,36,3.94,61,1.6,21,63,0.4
Drew McFedries,1.8288,185 ,72,Southpaw, 1978,5.13,51,4.56,52,1.42,100,56,0.7
Ryan McGivern,1.8288,185 ,,Orthodox, 1980,2.22,29,2.22,57,0.0,0,0,0.0
Jack McGlaughlin,,,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Conor McGregor,1.7526,155 ,74,Southpaw, 1988,5.43,49,4.4,55,0.75,62,70,0.0
Greg McIntyre,1.778,155 ,,Orthodox, 1980,0.79,30,1.36,41,5.09,50,0,0.0
Antonio McKee,1.7271999999999998,155 ,,Southpaw, 1970,1.37,45,0.74,74,1.47,33,57,0.0
AJ McKee,1.778,145 ,,,,2.75,32,0.92,80,11.01,100,100,11.0
Rhys McKee,1.8796,170 ,78,Orthodox, 1995,6.83,53,11.9,43,0.0,0,20,0.0
Cory McKenna,1.6001999999999998,115 ,58,Orthodox, 1999,3.47,44,3.03,45,0.5,50,71,0.0
Cody McKenzie,1.8288,155 ,72,Switch, 1987,1.74,34,2.5,67,2.5,25,14,2.5
Tim McKenzie,1.8288,185 ,74,Orthodox, 1982,1.37,54,2.96,44,0.0,0,28,2.1
Jason McLean,1.651,145 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Brian McLaughlin,1.7526,155 ,,, 1984,0.0,0,0.0,0,0.0,0,0,0.0
Terrance McKinney,1.8034,145 ,74,Switch, 1994,1.17,50,0.59,66,4.4,33,0,0.0
James McSweeney,1.9304,230 ,77,Switch, 1980,3.94,55,4.33,42,0.52,33,100,1.1
Garreth McLellan,1.8541999999999998,185 ,72,Southpaw, 1982,3.56,54,2.94,45,1.15,22,34,0.9
Sara McMann,1.6764,135 ,66,Orthodox, 1980,2.39,46,1.86,47,4.51,63,66,0.6
Daniel McWilliams,1.8541999999999998,185 ,,,,3.36,77,0.0,0,0.0,0,100,21.6
Charles McTorry,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Anistavio Medeiros,1.6764,145 ,,Orthodox, 1988,3.64,44,5.0,47,0.0,0,0,0.0
Kaline Medeiros,1.6001999999999998,115 ,,,,2.06,70,0.29,83,4.41,100,0,4.4
Uros Medic,1.8541999999999998,155 ,71,Southpaw, 1993,14.55,88,0.91,83,0.0,0,0,0.0
Todd Medina,1.778,193 ,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Tim Means,1.8796,170 ,75,Orthodox, 1984,5.16,48,3.58,61,0.92,41,64,0.2
Yancy Medeiros,1.778,155 ,75,Orthodox, 1987,4.05,35,5.38,46,0.12,25,76,0.5
Jason Medina,1.7526,180 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Emil Meek,1.8034,170 ,74,Switch, 1988,2.52,39,2.53,38,0.25,33,47,1.0
Sanford Alton Meeks,1.9558,265 ,75,Orthodox, 1994,0.71,42,4.47,38,7.06,25,0,0.0
Gerald Meerschaert,1.8541999999999998,185 ,77,Southpaw, 1987,3.3,42,3.61,51,2.33,43,46,1.7
Derrick Mehmen,1.9304,205 ,,, 1985,1.93,14,4.53,48,1.0,16,0,0.0
Frank Megallon,1.778,185 ,,Southpaw,,1.14,21,5.32,54,0.0,0,0,0.0
Miika Mehmet,,205 ,,Orthodox,,0.33,12,7.29,24,0.0,0,0,0.0
Bryce Mejia,1.8541999999999998,170 ,,,,3.49,62,6.98,50,0.0,0,0,0.0
Jordan Mein,1.8288,170 ,73,Orthodox, 1989,3.35,44,2.55,69,1.56,58,66,0.2
Brandon Melendez,1.8034,155 ,,Southpaw, 1983,0.84,26,0.56,63,0.0,0,25,0.0
Marcelo Mello,1.7018,170 ,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Fabio Mello,1.651,155 ,,Southpaw,,0.86,35,3.94,50,0.0,0,0,0.0
Brian Melancon,1.7271999999999998,170 ,,Orthodox, 1982,4.18,49,3.64,64,2.02,100,66,0.0
Vanessa Melo,1.651,135 ,65,Orthodox, 1988,3.4,30,7.2,53,0.0,0,69,0.0
Antonio Mendes,1.905,205 ,77,Southpaw, 1981,1.34,47,6.85,22,2.51,50,100,0.0
Augusto Mendes,1.6764,135 ,65,Orthodox, 1983,2.42,34,3.91,56,1.75,33,80,0.0
Gilbert Melendez,1.7526,145 ,73,Orthodox, 1982,3.44,33,2.53,63,1.64,41,71,0.2
Chad Mendes,1.6764,145 ,66,Orthodox, 1985,2.78,49,2.35,67,4.13,55,100,0.3
Pietro Menga,1.7018,125 ,68,Southpaw, 1988,0.0,0,0.0,0,0.0,0,0,0.0
Eddie Mendez,1.778,185 ,,, 1984,1.71,33,3.43,11,0.0,0,0,0.0
Dave Menne,1.778,170 ,,Orthodox, 1974,1.84,44,1.99,42,0.46,50,57,2.5
Steve Mensing,1.8034,185 ,,Orthodox, 1977,0.0,0,9.51,42,0.0,0,0,0.0
Alonzo Menifield,1.8288,205 ,76,Orthodox, 1987,3.34,47,3.72,45,0.0,0,85,0.0
Buck Meredith,1.8796,185 ,,, 1982,0.0,0,0.0,0,0.0,0,0,0.0
Adam Meredith,1.8796,170 ,,,,2.63,50,2.11,55,7.89,100,100,7.9
Joe Merritt,1.8288,170 ,,Orthodox, 1984,1.53,58,0.73,66,0.0,0,68,0.0
Ivan Menjivar,1.6764,145 ,64,Orthodox, 1982,2.78,37,2.76,65,0.56,28,38,1.0
Luis Mendoza,,155 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Jeremiah Metcalf,1.8541999999999998,185 ,,Orthodox,,1.74,59,0.27,60,4.02,66,100,2.0
Jonathan Meunier,1.905,170 ,,Switch, 1987,3.47,50,1.43,69,0.58,33,58,0.0
Yaotzin Meza,1.7526,145 ,71,Orthodox, 1981,1.43,41,1.62,64,1.06,20,18,1.4
Guy Mezger,1.8541999999999998,200 ,,Orthodox, 1968,2.3,32,1.36,72,0.39,50,88,0.0
Andreas Michailidis,1.8288,185 ,76,Orthodox, 1988,4.6,50,3.6,63,0.0,0,0,0.0
Brandon Michaels,1.7526,185 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Chris Mickle,1.7526,145 ,,Orthodox, 1983,3.03,27,9.7,48,0.0,0,0,0.0
David Michaud,1.7526,155 ,,Orthodox, 1988,3.25,43,4.45,54,2.53,58,77,0.7
Zachary Micklewright,1.8288,155 ,74,Southpaw, 1976,5.56,53,4.72,54,0.7,12,100,0.0
Kristof Midoux,1.8541999999999998,220 ,,Orthodox, 1974,0.7,43,2.89,49,0.0,0,0,0.0
Chris Mierzwiak,1.8541999999999998,185 ,,, 1988,1.6,61,1.73,48,2.0,28,0,1.0
Bojan Mihajlovic,1.8034,205 ,73,Orthodox, 1980,1.23,35,5.95,47,0.0,0,33,0.0
Gabriel Miglioli,1.7271999999999998,170 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Billy Miles,1.778,170 ,,Orthodox, 1978,0.0,0,1.25,33,0.0,0,0,0.0
Curtis Millender,1.8796,170 ,76,Orthodox, 1987,3.86,46,2.95,61,0.43,100,57,0.0
Pat Miletich,1.778,170 ,,Orthodox, 1968,1.79,45,1.66,63,1.96,100,54,1.0
Jason Miller,1.8541999999999998,185 ,,Orthodox, 1980,1.83,43,2.3,49,1.31,28,43,1.3
Phillip Miller,1.8034,185 ,,Orthodox, 1979,1.61,54,1.93,50,3.62,25,100,0.6
Dan Miller,1.8541999999999998,185 ,74,Orthodox, 1981,2.03,36,3.06,49,1.67,54,47,1.8
Keith Mielke,1.7271999999999998,185 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Aaron Miller,1.7526,145 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Jim Miller,1.7271999999999998,155 ,71,Southpaw, 1983,2.73,40,2.99,59,1.69,43,46,1.9
Eddy Millis,1.8541999999999998,185 ,,,,0.0,0,3.36,22,0.0,0,0,7.2
Micah Miller,1.8288,145 ,,Orthodox, 1987,1.33,33,2.15,54,0.98,37,21,2.0
Cole Miller,1.8541999999999998,145 ,73,Orthodox, 1984,3.0,33,3.88,59,0.6,36,38,1.8
Che Mills,1.8541999999999998,170 ,76,Orthodox, 1982,2.08,52,2.87,43,1.18,66,58,0.0
Henry Miller,1.7018,270 ,,Southpaw, 1969,1.25,36,2.16,54,0.55,25,60,0.0
Alberto Mina,1.8288,170 ,77,Orthodox, 1982,3.23,38,3.7,47,1.85,20,50,0.0
Adam Milstead,1.905,205 ,76,Orthodox, 1987,3.85,46,4.79,43,0.0,0,64,0.0
Darrick Minner,1.7018,145 ,69,Orthodox, 1990,3.61,65,2.0,45,1.5,33,50,4.5
Mike Minniger,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Vitaly Minakov,1.8796,249 ,,, 1985,0.0,0,0.0,0,0.0,0,0,0.0
Stipe Miocic,1.9304,240 ,80,Orthodox, 1982,4.9,52,3.75,55,1.92,34,70,0.0
Carlton Minus,1.778,170 ,75,Orthodox, 1993,3.5,40,4.97,50,0.0,0,58,0.0
Ikuhisa Minowa,1.7526,181 ,,Orthodox, 1976,0.88,40,1.66,49,1.82,41,5,1.9
Mario Miranda,1.905,185 ,74,Orthodox, 1979,1.96,54,2.46,36,1.02,60,54,0.0
Vitor Miranda,1.8541999999999998,185 ,77,Orthodox, 1979,2.98,45,2.95,58,0.95,55,50,0.2
Juan Miranda,,155 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Damir Mirenic,1.8288,185 ,,Orthodox, 1974,0.84,50,9.86,35,0.0,0,0,0.0
Frank Mir,1.905,264 ,79,Southpaw, 1979,2.18,47,3.84,38,2.02,40,54,2.0
Kazuo Misaki,1.7271999999999998,183 ,,Orthodox, 1976,2.85,40,2.74,63,0.72,38,51,0.6
Felix Lee Mitchell,,,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Dokonjonosuke Mishima,1.7018,155 ,,Southpaw, 1972,1.06,41,1.22,52,2.47,40,25,1.4
Toby Misech,1.7271999999999998,145 ,,Southpaw, 1988,3.27,40,7.73,46,0.0,0,0,0.0
David Mitchell,1.8288,170 ,75,Orthodox, 1979,1.74,32,2.06,55,0.66,50,29,2.0
Clay Mitchell,1.8796,185 ,,,,1.63,85,0.0,0,0.0,0,100,4.1
Maurice Mitchell,1.7526,145 ,,Orthodox, 1987,3.8,55,3.54,60,0.0,0,100,0.0
Danny Mitchell,1.8796,170 ,,Orthodox, 1986,2.53,49,2.53,52,0.0,0,100,3.0
Roman Mitichyan,1.778,170 ,,Orthodox, 1978,0.26,16,2.7,43,1.93,100,25,1.9
Brad Mitchell,1.8034,145 ,,, 1974,1.15,33,4.2,52,0.0,0,100,1.9
Bryce Mitchell,1.778,145 ,70,Southpaw, 1994,2.29,61,1.46,60,3.26,46,33,2.3
Matt Mitrione,1.905,265 ,82,Switch, 1978,3.55,50,2.79,64,0.0,0,55,0.7
Hiromitsu Miura,1.7526,170 ,71,Orthodox, 1981,2.12,34,2.12,58,2.23,50,69,0.6
Eiji Mitsuoka,1.7018,145 ,,Southpaw, 1976,1.49,49,2.26,45,2.3,36,20,1.6
Jonathan  Mix,1.8288,168 ,,, 1980,0.0,0,0.0,0,0.0,0,0,0.0
Motoki Miyazawa,1.8034,168 ,,Southpaw,,1.23,28,3.91,61,0.0,0,0,0.0
Tomoya Miyashita,1.7018,139 ,,Southpaw,,1.67,65,0.93,33,4.0,80,0,2.0
Tatsuya Mizuno,1.8541999999999998,205 ,,Southpaw, 1981,2.25,37,3.52,53,1.19,25,40,3.6
Bronson Mohika,,135 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Bobby Moffett,1.778,145 ,73,Orthodox, 1990,3.41,39,3.15,61,2.74,66,66,1.4
Kazuyuki Miyata,1.7271999999999998,139 ,,Orthodox,,2.04,52,1.82,63,4.31,46,68,0.0
Takeya Mizugaki,1.7018,135 ,69,Orthodox, 1983,3.37,37,3.27,57,1.46,57,70,0.1
Nate Mohr,1.7526,155 ,72,Orthodox, 1983,3.79,41,2.5,74,0.45,50,71,0.0
Roxanne Modafferi,1.7018,125 ,69,Orthodox, 1982,3.14,31,4.96,53,1.55,25,36,0.1
Renato Moicano,1.8034,155 ,72,Orthodox, 1989,5.4,46,3.74,65,1.28,53,78,0.6
Thiago Moises,1.7526,155 ,70,Orthodox, 1995,2.71,41,4.0,55,1.29,35,63,1.5
Dan Molina,1.778,216 ,,, 1984,0.0,0,5.58,60,0.0,0,0,20.9
Ashkan Mokhtarian,1.6764,125 ,67,Southpaw, 1985,1.95,43,3.66,43,0.54,16,33,0.0
Suman Mokhtarian,1.7271999999999998,145 ,72,Orthodox, 1992,2.21,43,6.85,48,0.0,0,0,0.0
Rudyard Moncayo,1.778,195 ,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Jeff Molina,1.6764,125 ,69,Orthodox, 1997,5.07,38,5.53,55,0.0,0,0,0.0
Hidetaka Monma,1.8288,168 ,,Orthodox, 1973,1.67,25,9.76,34,0.0,0,0,0.0
Jeff Monson,1.7526,247 ,74,Orthodox, 1971,0.97,30,2.87,59,1.06,12,66,0.7
Andrew Montanez,,185 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Darrell Montague,1.6764,125 ,67,Southpaw, 1987,1.92,25,5.38,52,0.72,25,33,1.4
Nicco Montano,1.651,135 ,65,Southpaw, 1988,5.6,41,4.43,64,2.25,54,69,0.4
Augusto Montano,1.8541999999999998,170 ,73,Orthodox, 1984,3.46,46,2.66,56,0.0,0,66,0.0
Alberto Montes,1.7018,135 ,,, 1994,0.0,0,0.0,0,0.0,0,0,0.0
Erick Montano,1.8288,170 ,73,Orthodox, 1985,2.79,44,2.06,64,2.29,36,66,0.0
Steve Montgomery,1.9304,185 ,,Southpaw, 1990,4.85,39,4.12,47,0.0,0,64,0.0
James Moontasri,1.778,170 ,71,Switch, 1988,2.39,48,3.86,40,0.0,0,79,0.2
Homer Moore,1.778,205 ,,Orthodox, 1971,0.68,50,0.68,0,5.07,66,0,0.0
Nate Moore,1.8288,170 ,,,,2.21,25,2.87,42,1.23,16,25,0.0
Todd Moore,1.7526,170 ,71,Southpaw, 1983,1.83,26,2.3,57,0.78,14,54,0.0
Taylor Moore,1.778,135 ,70,Southpaw, 1993,0.2,75,2.07,42,0.0,0,25,0.0
Dustin Moore,1.6256,125 ,,,,0.0,0,0.0,0,0.0,0,0,0.0
Sergio Moraes,1.8288,170 ,72,Orthodox, 1982,2.42,42,3.73,59,1.2,38,75,0.4
Sheymon Moraes,1.7271999999999998,145 ,72,Orthodox, 1990,3.0,42,3.64,63,0.0,0,53,0.0
Marlon Moraes,1.6764,135 ,67,Orthodox, 1988,3.38,39,4.11,56,1.0,41,66,0.4
Ricardo Morais,2.032,270 ,,Orthodox, 1967,2.86,37,2.39,53,0.0,0,0,0.0
Leonardo Morales,1.7271999999999998,135 ,,Southpaw, 1992,2.05,47,2.05,58,0.0,0,62,0.0
John Moraga,1.6764,125 ,66,Orthodox, 1984,2.57,43,2.55,56,0.62,23,44,1.1
Albert Morales,1.7526,135 ,72,Orthodox, 1991,3.81,35,3.96,56,0.91,35,70,0.2
Joseph Morales,1.6764,125 ,69,Switch, 1994,1.58,37,1.72,60,0.53,50,23,2.6
Vince Morales,1.7018,145 ,70,Orthodox, 1990,4.22,39,4.16,53,0.0,0,55,0.0
Sarah Moras,1.7018,135 ,67,Orthodox, 1988,2.18,38,3.55,46,0.77,22,33,0.9
Omar Morales,1.8034,145 ,73,Orthodox, 1985,3.39,34,2.99,65,0.29,100,100,0.0
Christian Morecraft,1.9811999999999999,260 ,81,Orthodox, 1986,2.82,34,2.46,46,3.26,66,50,2.2
Joe Moreira,1.8034,195 ,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Richardson Moreira,1.8796,185 ,,Orthodox, 1984,1.17,28,1.83,67,0.0,0,100,0.0
Vinicius Moreira,1.9304,205 ,76,Orthodox, 1989,2.79,60,5.34,37,2.61,18,0,1.7
Gisele Moreira,1.6764,135 ,,Orthodox, 1981,5.93,42,6.33,48,4.0,57,0,0.0
Jesse Moreng,1.7018,145 ,,Orthodox, 1979,1.26,40,2.08,48,5.56,100,100,0.0
Mike Moreno,1.8288,185 ,,,,1.27,51,1.07,58,0.0,0,44,0.0
Dan Moret,1.8288,155 ,73,Southpaw, 1986,2.67,43,3.56,43,1.25,27,45,0.4
Sammy Morgan,1.778,170 ,,Orthodox, 1981,1.05,22,3.74,40,1.43,20,0,0.5
